id	word	kana	meaning	type	example	exampleMeaning
n1-45-あそこ	彼処	あそこ	1. (uk) there; over there; that place; 2. (X) (col) genitals	名词	この彼処を正しく理解することが大切だ。	It is important to correctly understand this 1. (uk) there.
n1-46-あたい	値	あたい	value; price; cost; worth; merit	名词	野菜の値が上がった。	Vegetable prices went up.
n1-47-あたいする	値する	あたいする	to be worth; to deserve; to merit	动词	彼は値することを決意した。	He resolved to be worth.
n1-48-あたし	私	あたし	I (fem)	名词	新しい私の概念が注目を集めている。	A new concept of I (fem) is attracting attention.
n1-49-あたり	当たり	あたり	hit; success; reaching the mark; per ...; vicinity; neighborhood	名词	宝くじが当たりだった。	The lottery was a winner.
n1-50-あたりまえ	当たり前	あたりまえ	usual; common; ordinary; natural; reasonable; obvious	名词	新しい当たり前の概念が注目を集めている。	A new concept of usual is attracting attention.
n1-51-あた-ひ-と	他人	あだびと	another person; unrelated person; outsider; stranger	名词	他人の話に首を突っ込むな。	Don't meddle in others' business.
n1-52-あちこち	彼方此方	あちこち	here and there	副词	状況は彼方此方改善されつつある。	The situation is here and there improving.
n1-53-あちら	彼方	あちら	1. there; yonder; that	名词	彼方に山が見える。	I can see mountains in the distance.
n1-54-あちらこちら	彼方此方	あちらこちら	here and there	名词	新しい彼方此方の概念が注目を集めている。	A new concept of here and there is attracting attention.
n1-55-あっか	悪化	あっか	deterioration; growing worse; aggravation; degeneration; corruption	名词/动词	この問題を早急に悪化する必要がある。	It is necessary to promptly carry out deterioration on this issue.
n1-56-あっけない	呆気ない	あっけない	not enough; too quick (short long etc.)	形容词	彼の発言はかなり呆気ない。	His remarks are quite not enough.
n1-57-あっこう	悪口	あっこう	abuse; insult; slander; evil speaking	名词	陰で悪口を言うな。	Don't speak ill of people behind their backs.
n1-58-あっさり	あっさり	あっさり	easily; readily; quickly	副词	状況はあっさり改善されつつある。	The situation is easily improving.
n1-59-あっは-く	圧迫	あっぱく	pressure; coercion; oppression	名词	胸を圧迫されるような痛みだ。	It's a pain like my chest is being pressed.
n1-60-あつかい	扱い	あつかい	treatment; service	形容词	扱い記憶が心に残っている。	A treatment memory remains in my heart.
n1-61-あつまる	集まる	あつまる	to gather; to collect; to assemble	动词	社長が社員に集まるよう指示した。	The president instructed the employees to gather.
n1-62-あつらえる	誂える	あつらえる	to give an order; to place an order	动词	私たちは誂えるために努力した。	We made efforts to give an order.
n1-63-あつりょく	圧力	あつりょく	stress; pressure	名词	圧力をかけられた。	I was pressured.
n1-64-あて	当て	あて	object; aim; end; hopes; expectations	名词	当てに関する報告書がまとめられた。	A report on object was compiled.
n1-65-あて	宛	あて	addressed to	名词	この宛を正しく理解することが大切だ。	It is important to correctly understand this addressed to.
n1-66-あてし	当て字	あてじ	phonetic-equivalent character; substitute character	名词	彼女に暴力を振るった。	I used violence against her.
n1-67-あてはまる	当てはまる	あてはまる	to apply (a rule)	动词	彼は当てはまることを決意した。	He resolved to apply (a rule).
n1-68-あてはめる	当てはめる	あてはめる	to apply; to adapt	动词	彼女は見事に当てはめることができた。	She was able to apply splendidly.
n1-69-あてる	宛てる	あてる	to address	动词	彼はいい加減だ。	He's sloppy.
n1-70-あとつき	跡継ぎ	あとつぎ	heir; successor	名词	彼が会社の跡継ぎだ。	He's the heir to the company.
n1-71-あとまわし	後回し	あとまわし	putting off; postponing	名词	その仕事は後回しにした。	I put that work off.
n1-72-あなた	貴女	あなた	you; lady	名词	飴を舐める。	I lick candy.
n1-73-あの	彼の	あの	that over there	名词	日本の彼のは世界的に注目されている。	Japan's that over there is attracting worldwide attention.
n1-74-あふれる	溢れる	あふれる	to flood; to overflow; to brim over	动词	専門家は溢れる方法を説明した。	The expert explained how to flood.
n1-75-あふ-らえ	油絵	あぶらえ	oil painting	名词	彼女は控えめだ。	She's reserved.
n1-76-あふ-る	炙る	あぶる	to scorch	动词	彼は炙ることを決意した。	He resolved to scorch.
n1-77-あへ-こへ	あべこべ	あべこべ	contrary; opposite; inverse	名词	このあべこべを正しく理解することが大切だ。	It is important to correctly understand this contrary.
n1-78-あまえる	甘える	あまえる	to behave like a spoiled child; to fawn on	动词	雨戸を閉めた。	I closed the storm shutters.
n1-79-あまくち	甘口	あまくち	sweet flavour; mildness; flattery; stupidity	名词	甘口のカレーを頼んだ。	I ordered mild curry.
n1-80-あまく	雨具	あまぐ	rain gear	名词	雨具に関する報告書がまとめられた。	A report on rain gear was compiled.
n1-81-あまつ	天津	あまつ	heavenly; imperial	名词	編み物をしている。	I'm knitting.
n1-82-あみ	網	あみ	net; network	名词	魚を網で捕まえた。	I caught fish with a net.
n1-83-あめつち	天地	あめつち	heaven and earth; the universe; nature; top and bottom; realm; sphere; world	名词	この天地を正しく理解することが大切だ。	It is important to correctly understand this heaven and earth.
n1-84-あやつる	操る	あやつる	to manipulate; to operate; to pull strings	动词	この布は荒い。	This fabric is coarse.
n1-85-あやふや	あやふや	あやふや	uncertain; vague; ambiguous	形容词	その結果は実にあやふやだった。	The result was truly uncertain.
n1-86-あやふ-む	危ぶむ	あやぶむ	to fear; to have misgivings; to be doubtful; to mistrust	动词	専門家は危ぶむ方法を説明した。	The expert explained how to fear.
n1-87-あやまち	過ち	あやまち	fault; error; indiscretion	名词	意地を張るな。	Don't be stubborn.
n1-88-あやまる	誤る	あやまる	to make a mistake	动词	専門家は誤る方法を説明した。	The expert explained how to make a mistake.
n1-89-あゆみ	歩み	あゆみ	walking	名词	この歩みを正しく理解することが大切だ。	It is important to correctly understand this walking.
n1-90-あゆむ	歩む	あゆむ	to walk; to go on foot	动词	位牌を仏壇に置いた。	I placed the memorial tablet on the altar.
n1-91-あら	あら	あら	oh; ah; saw-edged perch (Niphon spinosus)	词汇	「あら」と彼は思わず声を上げた。	"Oh!" he involuntarily exclaimed.
n1-92-あらかし-め	予め	あらかじめ	beforehand; in advance; previously	副词	彼は予め仕事に取り組んでいる。	He is beforehand working on the task.
n1-93-あらす	荒らす	あらす	to lay waste; to devastate; to damage; to invade; to break into	动词	井戸から水を汲んだ。	I drew water from the well.
n1-94-あらすし	粗筋	あらすじ	outline; summary	名词	映画の粗筋を説明した。	I explained the movie's plot outline.
n1-95-あらそい	争い	あらそい	dispute; strife; quarrel; dissension; conflict; rivalry; contest	名词	兄弟間の争いだ。	It's a dispute between brothers.
n1-96-あらたまる	改まる	あらたまる	to be renewed	动词	彼女の一途な愛だ。	It's her devoted love.
n1-97-あらっほ-い	荒っぽい	あらっぽい	rough; rude	形容词	あの出来事は本当に荒っぽい。	That event was truly rough.
n1-98-あらゆる	凡ゆる	あらゆる	all; every	词汇	凡ゆる理由で計画が変更された。	The plan was changed for an all reason.
n1-99-あられ	霰	あられ	kind of cookie; cartoon character	形容词	稲を刈る。	I harvest rice.
n1-100-あらわれ	現われ	あらわれ	embodiment; materialization	名词	日本の現われは世界的に注目されている。	Japan's embodiment is attracting worldwide attention.
n1-101-あらわれる	現われる	あらわれる	to appear; to come in sight; to become visible; to come out; to embody; to materialize; to express oneself	动词	彼女は見事に現われることができた。	She was able to appear splendidly.
n1-102-ありか-とう	有難う	ありがとう	Thank you	名词	今更言っても仕方ない。	It's no use saying it now.
n1-103-ありさま	有様	ありさま	state; condition; circumstances; the way things are or should be; truth	名词	部屋の有様がひどい。	The state of the room is terrible.
n1-104-ありのまま	有りのまま	ありのまま	the truth; fact; as it is; frankly	副词	彼女は有りのまま自分の意見を述べた。	She the truth expressed her opinion.
n1-105-ある	或る	ある	a certain...; some...	名词	入り口で待っている。	I'm waiting at the entrance.
n1-106-あるいは	或いは	あるいは	or; possibly	接续词	彼は優秀だ。或いは、努力も怠らない。	He is talented. Or, he does not neglect effort.
n1-107-あれこれ	彼此	あれこれ	one thing or another; this and that; this or that	名词	新しい彼此の概念が注目を集めている。	A new concept of one thing or another is attracting attention.
n1-108-あわす	合わす	あわす	to join together; to face; to unite; to be opposite; to combine; to connect; to add up; to mix; to match; to	动词	上着を脱いだ。	I took off my jacket.
n1-109-あわせ	合わせ	あわせ	joint together; opposite; facing	名词	両手を合わせてお願いした。	I put my hands together and pleaded.
n1-110-あわたた-しい	慌ただしい	あわただしい	busy; hurried; confused; flurried	形容词	慌ただしい記憶が心に残っている。	A busy memory remains in my heart.
n1-111-あわてる	慌てる	あわてる	to become confused (disconcerted disorganized)	动词	浮き沈みの激しい人生だ。	It's a life with many ups and downs.
n1-112-あんさつ	暗殺	あんさつ	assassination	名词	大統領が暗殺された。	The president was assassinated.
n1-113-あんさ-ん	暗算	あんざん	mental arithmetic	名词	新しい暗算の概念が注目を集めている。	A new concept of mental arithmetic is attracting attention.
n1-114-あんし	暗示	あんじ	hint; suggestion	名词	浮き彫りになった問題だ。	It's a problem that's come to light.
n1-115-あんし-る	案じる	あんじる	to be anxious; to ponder	动词	社長が社員に案じるよう指示した。	The president instructed the employees to be anxious.
n1-116-あんせい	安静	あんせい	rest	名词	彼は安静について深く研究している。	He is deeply researching rest.
n1-117-あんのし-ょう	案の定	あんのじょう	sure enough; as usual	名词	嘘をついた。	I told a lie.
n1-118-あんまり	余り	あんまり	not very (this form only used as adverb); not much; remainder; rest; remnant; surplus; balance; excess; rema	名词	あんまり無理しないで。	Don't push yourself too hard.
n1-119-い	依	い	depending on	名词	彼は依について深く研究している。	He is deeply researching depending on.
n1-120-い	伊	い	that one; Italy	名词	彼女は器用な人だ。	She's a dexterous person.
n1-121-いいえ	いいえ	いいえ	no; nay; yes; well	名词	彼はいいえについて深く研究している。	He is deeply researching no.
n1-122-いいかけ-ん	いい加減	いいかげん	moderate; right; random; not thorough; vague; irresponsible; halfhearted	名词	いい加減に関する報告書がまとめられた。	A report on moderate was compiled.
n1-123-いいわけ	言い訳	いいわけ	excuse; explanation	名词/动词	馬に乗った。	I rode a horse.
n1-124-いえて	家出	いえで	running away from home; leaving home	名词	息子が家出した。	My son ran away from home.
n1-125-いえぬし	家主	いえぬし	landlord	名词	彼は家主について深く研究している。	He is deeply researching landlord.
n1-126-いかか	如何	いかが	how; in what way	名词	この文章は冗漫だ。	This writing is wordy.
n1-127-いかす	生かす	いかす	to revive; to resuscitate; to make use of	动词	その方法で生かすのが最も効率的だ。	It is most efficient to revive with that method.
n1-128-いかす-ち	雷	いかずち	thunder	名词	雷が鳴っている。	Thunder is rumbling.
n1-129-いかに	如何に	いかに	how?; in what way?; how much?; however; whatever	名词	海辺を歩いた。	I walked along the seaside.
n1-130-いかにも	如何にも	いかにも	indeed; really; phrase meaning agreement	形容词	如何にもな態度で接することが大切だ。	It is important to interact with an indeed attitude.
n1-131-いかり	怒り	いかり	anger; hatred	名词	怒りに関する報告書がまとめられた。	A report on anger was compiled.
n1-132-いかる	怒る	いかる	to get angry; to be angry	动词	うろこを取る。	I remove the scales.
n1-133-いか-む	歪む	いがむ	to warp; to swerve; to deflect; to be crooked; to be distorted; to be bent; to incline; to slant; to be perv	动词	いつか歪む日が来るだろう。	The day to warp will surely come.
n1-134-いき	粋	いき	chic; style; purity; essence	名词	日本の粋は世界的に注目されている。	Japan's chic is attracting worldwide attention.
n1-135-いきか-い	域外	いきがい	outside the area	名词	上手に話せるようになった。	I became able to speak well.
n1-136-いきこ-む	意気込む	いきごむ	to be enthusiastic about	动词	専門家は意気込む方法を説明した。	The expert explained how to be enthusiastic about.
n1-137-いきさつ	経緯	いきさつ	1. details; whole story; sequence of events; particulars; how it started; how things got this way; 2. c	名词	事件のいきさつを話した。	I explained the details of the incident.
n1-138-いきちか-い	行き違い	いきちがい	misunderstanding; estrangement; disagreement; crossing without meeting; going astray	形容词	うわさを聞いた。	I heard a rumor.
n1-139-いきなり	行き成り	いきなり	suddenly	副词	彼女は行き成り自分の意見を述べた。	She suddenly expressed her opinion.
n1-140-いき	異議	いぎ	objection; dissent; protest	名词	異議を申し立てた。	I filed an objection.
n1-141-いくさ	軍	いくさ	war; battle; campaign; fight	名词	エプロンをつける。	I put on an apron.
n1-142-いくさ	戦	いくさ	war; battle; campaign; fight	名词	戦に勝った。	I won the battle.
n1-143-いくせい	育成	いくせい	rearing; training; nurture; cultivation; promotion	名词/动词	チーム全体で育成を行った。	The entire team carried out the rearing.
n1-144-いくた	幾多	いくた	many; numerous	名词	営利目的で活動している。	I'm operating for profit.
n1-145-いける	活ける	いける	to arrange (flowers)	动词	意地っ張りな性格だ。	It's a stubborn personality.
n1-146-いけん	異見	いけん	different opinion; objection	名词	この異見は多くの人に影響を与えている。	This different opinion is influencing many people.
n1-147-いこう	意向	いこう	intention; idea; inclination	名词	謙遜するな。	Don't be modest.
n1-148-いこう	移行	いこう	switching over to	名词	急いで移動した。	I moved quickly.
n1-149-いさ	いざ	いざ	now; come (now); well; crucial moment	名词	このいざを正しく理解することが大切だ。	It is important to correctly understand this now.
n1-150-いしふ-み	碑	いしぶみ	stone monument bearing an inscription	名词	長い枝を切った。	I cut the long branch.
n1-151-いしょう	衣装	いしょう	clothing; costume; outfit; garment; dress	名词	出所した犯人だ。	He's a released criminal.
n1-152-いし	意地	いじ	disposition; spirit; willpower; obstinacy; backbone; appetite	名词	専門家が意地の分析結果を発表した。	Experts announced the analysis results of disposition.
n1-153-いし-める	苛める	いじめる	to tease; to torment; to persecute; to chastise	动词	閲覧室で本を読んだ。	I read a book in the reading room.
n1-154-いし-ゅう	移住	いじゅう	migration; immigration	名词/动词	彼女は一流の歌手だ。	She's a first-class singer.
n1-155-いし-る	弄る	いじる	to touch; to tamper with	动词	いつか弄る日が来るだろう。	The day to touch will surely come.
n1-156-いす-れ	何れ	いずれ	where; which; who; anyway; anyhow; at any rate	副词	宴会が始まった。	The banquet began.
n1-157-いせい	異性	いせい	the opposite sex	名词	一連の事件だ。	It's a series of incidents.
n1-158-いせき	遺跡	いせき	historic ruins (remains relics)	名词	この遺跡は多くの人に影響を与えている。	This historic ruins (remains relics) is influencing many people.
n1-159-いせ-ん	依然	いぜん	still; as yet	名词	演習問題を解いた。	I solved practice problems.
n1-160-いそん	依存	いそん	dependence; dependent; reliance	名词	一帯が水浸しになった。	The whole area was flooded.
n1-161-いたく	委託	いたく	consign (goods (for sale) to a firm); entrust (person with something); commit	名词	専門家が委託の分析結果を発表した。	Experts announced the analysis results of consign (goods (for sale) to a firm).
n1-162-いたた-き	頂	いただき	(top of) head; summit; spire	名词	遠征に出発した。	I departed for the expedition.
n1-163-いたた-きます	戴きます	いただきます	expression of gratitude before meals	名词/动词	いっその事やめよう。	Let's just quit.
n1-164-いたって	至って	いたって	very much; exceedingly; extremely	名词	至っての重要性がますます高まっている。	The importance of very much is increasingly growing.
n1-165-いたむ	痛む	いたむ	to hurt; to feel a pain; to be injured	动词	おいしいご馳走を食べた。	I ate delicious feast.
n1-166-いためる	痛める	いためる	to hurt; to injure; to cause pain; to worry; to bother; to afflict; to be grieved over	动词	稲妻が光った。	Lightning flashed.
n1-167-いためる	炒める	いためる	to stir-fry	动词	専門家は炒める方法を説明した。	The expert explained how to stir-fry.
n1-168-いたわる	労る	いたわる	to pity; to sympathize with; to console; to care for; to be kind to	动词	彼は横暴だ。	He's tyrannical.
n1-169-いち	位地	いち	place; situation; position; location	名词	犬小屋を作った。	I made a doghouse.
n1-170-いちいち	一々	いちいち	one by one; separately	副词	彼は一々その事実を受け入れた。	He one by one accepted that fact.
n1-171-いちか-いに	一概に	いちがいに	unconditionally; as a rule	名词	王女が城に住んでいる。	The princess lives in the castle.
n1-172-いちけ-ん	一見	いちげん	unfamiliar; never before met	名词	厳かな雰囲気だ。	It's a solemn atmosphere.
n1-173-いちけ-ん	一言	いちげん	single word	名词	新しい一言の概念が注目を集めている。	A new concept of single word is attracting attention.
n1-174-いちし-つ	一日	いちじつ	1. one day; 2. first of month	名词	往生際が悪い。	He won't give up gracefully.
n1-175-いちし-ょう	一定	いちじょう	fixed; settled; definite; uniform; regularized; defined; standardized; certain; prescribed	名词	今の状況では難しい。	It's difficult in the current situation.
n1-ichijirushii	著しい	いちじるしい	remarkable; considerable	形容词	あの出来事は本当に著しい。	That event was truly remarkable.
n1-177-いちと-う	一同	いちどう	all present; all concerned; all of us	名词	謳歌を楽しむ。	I enjoy the good life.
n1-178-いちにん	一人	いちにん	one person	名词	入れ替わりが激しい。	There's a lot of turnover.
n1-179-いちふ	一部	いちぶ	1. one copy e.g. of a document; 2. a part; partly; some	名词	この一部は多くの人に影響を与えている。	This 1. one copy e.g. of a document is influencing many people.
n1-180-いちふ-ふ-ん	一部分	いちぶぶん	a part	名词	臆病な性格だ。	It's a timid personality.
n1-181-いちへ-つ	一別	いちべつ	parting	名词	彼女は色気がある。	She has sex appeal.
n1-182-いちめん	一面	いちめん	one side; one phase; front page; the other hand; the whole surface	名词	この一面を正しく理解することが大切だ。	It is important to correctly understand this one side.
n1-183-いちもく	一目	いちもく	a glance; a look; a glimpse	名词	屋敷に住んでいる。	I live in a mansion.
n1-184-いちよう	一様	いちよう	uniformity; evenness; similarity; equality; impartiality	名词	隠居生活を送っている。	I'm living in retirement.
n1-185-いちりつ	一律	いちりつ	evenness; uniformity; monotony; equality	名词	彼は一律について深く研究している。	He is deeply researching evenness.
n1-186-いちれん	一連	いちれん	a series; a chain; a ream (of paper)	名词	おしゃべりな人だ。	She's a talkative person.
n1-187-いっかつ	一括	いっかつ	all together; batch; one lump; one bundle; summing up	名词	引用して説明した。	I explained by quoting.
n1-188-いっき	一気	いっき	drink!(said repeatedly as a party cheer)	名词	日本の一気は世界的に注目されている。	Japan's drink!(said repeatedly as a party cheer) is attracting worldwide attention.
n1-189-いっきょに	一挙に	いっきょに	at a stroke; with a single swoop	名词	お世辞を言わないで。	Don't flatter me.
n1-190-いっさい	一切	いっさい	all; everything; without exception; the whole; entirely; absolutely	副词	彼は飲酒運転で捕まった。	He was caught for drunk driving.
n1-191-いっしん	一心	いっしん	one mind; wholeheartedness; the whole heart	名词	新しい一心の概念が注目を集めている。	A new concept of one mind is attracting attention.
n1-192-いっそ	いっそ	いっそ	rather; sooner; might as well	副词	驚きの表情を見せた。	I showed a surprised expression.
n1-193-いったい	一帯	いったい	a region; a zone; the whole place	副词	ここにウイルスがいる。	There's a virus here.
n1-194-いっは-い	一敗	いっぱい	one defeat	名词	彼は一敗について深く研究している。	He is deeply researching one defeat.
n1-195-いっへ-ん	一変	いっぺん	complete change; about-face	名词	織物を作っている。	I'm making woven fabric.
n1-196-いつて-も	何時でも	いつでも	(at) any time; always; at all times; never (neg); whenever	名词	植木屋を呼んだ。	I called a gardener.
n1-197-いつのまにか	何時の間にか	いつのまにか	before one knows; unnoticed; unawares	副词	状況は何時の間にか改善されつつある。	The situation is before one knows improving.
n1-198-いつまて-も	何時までも	いつまでも	forever; for good; eternally; as long as one likes; indefinitely	名词	彼女は温厚な人だ。	She's a gentle person.
n1-199-いと	意図	いと	intention; aim; design	名词/动词	浮き輪で遊んだ。	I played with a float ring.
n1-200-いとなむ	営む	いとなむ	to carry on (e.g. in ceremony); to run a business	动词	私たちは営むために努力した。	We made efforts to carry on (e.g. in ceremony).
n1-201-いとま	暇	いとま	free time; leisure; leave; spare time; farewell	名词	暇の問題は複雑だ。	The issue of free time is complex.
n1-202-いと-う	異動	いどう	a change	名词	憂き目に遭った。	I met with misfortune.
n1-203-いと-む	挑む	いどむ	to challenge; to contend for; to make love to	动词	彼女は見事に挑むことができた。	She was able to challenge splendidly.
n1-204-いなひ-かり	稲光	いなびかり	(flash of) lightning	名词	専門家が稲光の分析結果を発表した。	Experts announced the analysis results of (flash of) lightning.
n1-205-いにしえ	古	いにしえ	antiquity; ancient times	名词	受け売りで話している。	I'm just repeating what I heard.
n1-206-いのり	祈り	いのり	prayer; supplication	名词	祈りを捧げた。	I offered a prayer.
n1-207-いひ-き	鼾	いびき	snoring	名词	新しい鼾の概念が注目を集めている。	A new concept of snoring is attracting attention.
n1-208-いまさら	今更	いまさら	now; at this late hour	名词	牛を飼っている。	I raise cattle.
n1-209-いまた	未だ	いまだ	as yet; hitherto; not yet (neg)	名词	専門家が未だの分析結果を発表した。	Experts announced the analysis results of as yet.
n1-210-いみん	移民	いみん	emigration; immigration; emigrant; immigrant	名词/动词	この問題を早急に移民する必要がある。	It is necessary to promptly carry out emigration on this issue.
n1-211-いやいや	厭々	いやいや	unwillingly; grudgingly; shaking head in refusal (to children)	副词	失せ物が見つかった。	The lost item was found.
n1-212-いやしい	卑しい	いやしい	greedy; vulgar; shabby; humble; base; mean; vile	形容词	世の中には卑しいことが多い。	There are many greedy things in the world.
n1-213-いやに	嫌に	いやに	awfully; terribly	名词	この嫌にを正しく理解することが大切だ。	It is important to correctly understand this awfully.
n1-214-いやらしい	厭らしい	いやらしい	detestable; disagreeable	形容词	打ち上げパーティーに参加した。	I joined the wrap party.
n1-215-いよいよ	愈々	いよいよ	more and more; all the more; increasingly; at last; beyond doubt	副词	彼は愈々仕事に取り組んでいる。	He is more and more working on the task.
n1-216-いよく	意欲	いよく	will; desire; ambition	名词	意欲の問題は複雑だ。	The issue of will is complex.
n1-217-いらいら	苛々	いらいら	getting nervous; irritation	副词	内訳を教えてください。	Please tell me the breakdown.
n1-218-いりくち	入口	いりくち	entrance; gate; approach; mouth	名词	入口に関する報告書がまとめられた。	A report on entrance was compiled.
n1-219-いりょう	衣料	いりょう	clothing	名词	この衣料は多くの人に影響を与えている。	This clothing is influencing many people.
n1-220-いりょく	威力	いりょく	power; might; authority; influence	名词	うちわで扇いだ。	I fanned with a paper fan.
n1-221-いる	入る	いる	to get in; to go in; to come in; to flow into; to set; to set in	动词	専門家は入る方法を説明した。	The expert explained how to get in.
n1-222-いるい	衣類	いるい	clothes; clothing; garments	名词	衣類の問題は複雑だ。	The issue of clothes is complex.
n1-223-いろいろ	色々	いろいろ	various	副词	生まれ故郷に帰った。	I returned to my birthplace.
n1-224-いろん	異論	いろん	different opinion; objection	名词	異論に関する報告書がまとめられた。	A report on different opinion was compiled.
n1-225-いわゆる	所謂	いわゆる	the so-called; so to speak	词汇	それは所謂問題だ。	That is a the so-called problem.
n1-226-いん	印	いん	seal; stamp; mark; print	名词	裏口から入った。	I entered through the back door.
n1-227-いん	員	いん	member	名词	専門家が員の分析結果を発表した。	Experts announced the analysis results of member.
n1-228-いんかん	印鑑	いんかん	stamp; seal	名词	この印鑑は多くの人に影響を与えている。	This stamp is influencing many people.
