id	word	kana	meaning	type	example	exampleMeaning
n2-51-いいつける	言い付ける	いいつける	to tell,to tell on (someone),to order	动词	毎日言い付けるようにしている。	I try to to tell every day.
n2-52-いきいき	生き生き	いきいき	vividly,lively	名词	子どもたちが生き生きと遊んでいる。	The children are playing lively.
n2-53-いきなり	いきなり	いきなり	(uk) abruptly,suddenly,all of a sudden,without warning	名词	彼はいきなり怒り出した。	He suddenly got angry.
n2-54-いき	意義	いぎ	meaning,significance	名词	意義を理解することが大切だ。	It is important to understand meaning.
n2-55-いくし	育児	いくじ	childcare,nursing,upbringing	名词	育児と仕事の両立は難しい。	Balancing childcare and work is difficult.
n2-56-いくふ-ん	幾分	いくぶん	somewhat	名词	幾分に関する問題が出た。	A question about somewhat came up.
n2-57-いけは-な	生け花	いけばな	(1) flower arrangement	名词	母は生け花を習っている。	My mother is learning flower arrangement.
n2-58-いこう	以降	いこう	on and after,hereafter,thereafter	名词	彼は明日以降にしか来られない。	He can only come from tomorrow onward.
n2-59-いこ	以後	いご	after this,from now on,hereafter,thereafter	名词	以後、気をつけます。	I will be careful from now on.
n2-60-いさましい	勇ましい	いさましい	brave,valiant,gallant,courageous	名词	彼の勇ましい姿に感動した。	I was moved by his brave figure.
n2-61-いしょくし-ゅう	衣食住	いしょくじゅう	necessities of life (food, clothing, etc.)	名词	衣食住に困らない生活がしたい。	I want to live without worrying about food, clothing, and shelter.
n2-62-いし-わる	意地悪	いじわる	malicious,ill-tempered,unkind	名词	意地悪を理解することが大切だ。	It is important to understand malicious.
n2-63-いちいち	いちいち	いちいち	one by one,separately	名词	いちいち説明しなくてもわかる。	You don't have to explain every single thing.
n2-64-いちおう	一応	いちおう	once,tentatively,in outline,for the time being	名词	一応準備はできている。	I'm tentatively prepared.
n2-65-いちた-ん	一段	いちだん	greater,more,further,still more	名词	一段を理解することが大切だ。	It is important to understand greater.
n2-66-いちりゅう	一流	いちりゅう	first class,top grade,foremost,top-notch	名词	彼は一流のシェフだ。	He is a first-class chef.
n2-67-いっさくし-つ	一昨日	いっさくじつ	day before yesterday	名词	一昨日、友達に会った。	I met my friend the day before yesterday.
n2-68-いっさくねん	一昨年	いっさくねん	year before last	名词	一昨年、日本に来た。	I came to Japan the year before last.
n2-69-いっせい	一斉	いっせい	simultaneous,all at once	名词	一斉を理解することが大切だ。	It is important to understand simultaneous.
n2-70-いったん	一旦	いったん	once,for a moment,one morning,temporarily	名词	一旦休憩しましょう。	Let's take a break for now.
n2-71-いってい	一定	いってい	fixed,settled,definite	名词	一定の収入が必要だ。	A steady income is necessary.
n2-72-いつ	佚	いつ	be lost,peace,hide,mistake,beautiful,in turn	名词	この場所はとても佚。	This place is very be lost.
n2-73-いつのまにか	いつのまにか	いつのまにか	before one knows,unnoticed,unawares	名词	いつの間にか眠ってしまった。	Before I knew it, I had fallen asleep.
n2-74-いてん	移転	いてん	moving,transfer,demise	名词	来月、会社が移転する。	The company will relocate next month.
n2-75-いとこ	従姉妹	いとこ	cousin (female)	名词	従姉妹と久しぶりに会った。	I met my cousin after a long time.
n2-76-いと	井戸	いど	water well	名词	この村には古い井戸がある。	There is an old well in this village.
n2-77-いは-る	威張る	いばる	to be proud,to swagger	动词	もっと威張る必要がある。	There is a need to to be proud more.
n2-78-いやか-る	嫌がる	いやがる	to hate,to dislike	动词	毎日嫌がるようにしている。	I try to to hate every day.
n2-79-いよいよ	いよいよ	いよいよ	more and more,all the more,increasingly,at last,beyond doubt	名词	いよいよ明日が本番だ。	Tomorrow is finally the real thing.
n2-80-いる	煎る	いる	to parch,to fry	动词	もっと煎る必要がある。	There is a need to to parch more.
n2-81-いれもの	入れ物	いれもの	container,case,receptacle	名词	入れ物を理解することが大切だ。	It is important to understand container.
n2-82-いんりょく	引力	いんりょく	gravity	名词	地球の引力で物が落ちる。	Things fall due to Earth's gravity.
n2-83-うえき	植木	うえき	garden shrubs,trees,potted plant	名词	植木に関する問題が出た。	A question about garden shrubs came up.
n2-84-うえる	飢える	うえる	to starve	动词	彼は飢えることができる。	He can to starve.
n2-85-うかふ	浮ぶ	うかぶ	to float,to rise to surface,to come to mind	动词	浮ぶのは難しい。	It is difficult to to float.
n2-86-うかへ-る	浮かべる	うかべる	to float,to express,to look (sad, glad)	动词	浮かべることにした。	I decided to to float.
n2-87-うく	浮く	うく	to float,to become merry,to become loose	动词	彼は浮くことができる。	He can to float.
n2-88-うけたまわる	承る	うけたまわる	(hum) to hear,to be told,to know	动词	承ることにした。	I decided to (hum) to hear.
n2-89-うけとり	受取	うけとり	receipt	名词	受取にサインをお願いします。	Please sign the receipt.
n2-90-うけもつ	受け持つ	うけもつ	to take (be in) charge of	动词	もっと受け持つ必要がある。	There is a need to to take (be in) charge of more.
n2-91-うすく-らい	薄暗い	うすぐらい	dim,gloomy	名词	薄暗い部屋で本を読むと目が悪くなる。	Reading in a dim room is bad for your eyes.
n2-92-うすめる	薄める	うすめる	to dilute,to water down	动词	彼は薄めることができる。	He can to dilute.
n2-93-うちあわせ	打合せ	うちあわせ	business meeting,previous arrangement,appointment	名词	打合せを理解することが大切だ。	It is important to understand business meeting.
n2-94-うちけす	打ち消す	うちけす	to deny,to negate,to contradict	动词	打ち消すのは難しい。	It is difficult to to deny.
n2-95-うっかり	うっかり	うっかり	carelessly,thoughtlessly,inadvertently	名词	うっかりを理解することが大切だ。	It is important to understand carelessly.
n2-96-うつ	討つ	うつ	to attack,to avenge	动词	討つのは難しい。	It is difficult to to attack.
n2-97-うつす	映す	うつす	to project,to reflect,to cast (shadow)	动词	映すことにした。	I decided to to project.
n2-98-うつる	写る	うつる	to be photographed,to be projected	动词	写るのは難しい。	It is difficult to to be photographed.
n2-99-うと-ん	うどん	うどん	noodles (Japanese)	名词	昼ご飯にうどんを食べた。	I had udon for lunch.
n2-100-うむ	有無	うむ	yes or no,existence,flag indicator (comp),presence or absence marker	名词	出席の有無を教えてください。	Please let me know whether you will attend.
n2-101-うめる	埋める	うめる	to bury,to fill up,to fill (a seat, a vacant position)	动词	埋めるのは難しい。	It is difficult to to bury.
n2-102-うやまう	敬う	うやまう	to show respect,to honour	动词	もっと敬う必要がある。	There is a need to to show respect more.
n2-103-うらか-えす	裏返す	うらがえす	to turn inside out,to turn (something) over	动词	彼は裏返すことができる。	He can to turn inside out.
n2-104-うらく-ち	裏口	うらぐち	backdoor,rear entrance	名词	裏口から入ってください。	Please enter from the back door.
n2-105-うらなう	占う	うらなう	to forecast,to predict	动词	毎日占うようにしている。	I try to to forecast every day.
n2-106-うらみ	恨み	うらみ	resentment	名词	彼に対する恨みはない。	I have no resentment toward him.
n2-107-うらむ	恨む	うらむ	to curse,to feel bitter	动词	もっと恨む必要がある。	There is a need to to curse more.
n2-108-うらやましい	羨ましい	うらやましい	envious,enviable	名词	彼の成功が羨ましい。	I'm envious of his success.
n2-109-うらやむ	羨む	うらやむ	to envy	动词	毎日羨むようにしている。	I try to to envy every day.
n2-110-うりあけ	売上	うりあげ	amount sold,proceeds	名词	売上に関する問題が出た。	A question about amount sold came up.
n2-111-うりきれ	売り切れ	うりきれ	sold-out	名词	そのチケットは売り切れだった。	Those tickets were sold out.
n2-112-うりきれる	売り切れる	うりきれる	to be sold out	动词	毎日売り切れるようにしている。	I try to to be sold out every day.
n2-113-うれゆき	売行き	うれゆき	sales	名词	売行きを理解することが大切だ。	It is important to understand sales.
n2-114-うろうろ	うろうろ	うろうろ	loiteringly,aimless wandering	名词	彼は道でうろうろしていた。	He was wandering aimlessly on the street.
n2-115-うんか	運河	うんが	canal,waterway	名词	運河に関する問題が出た。	A question about canal came up.
n2-116-うんと	うんと	うんと	a great deal,very much	副词	うんと頑張って勉強した。	I studied very hard.
n2-117-えいふ-ん	英文	えいぶん	sentence in English	名词	英文を理解することが大切だ。	It is important to understand sentence in English.
n2-118-えいわ	英和	えいわ	English-Japanese (e.g. dictionary)	名词	英和を理解することが大切だ。	It is important to understand English-Japanese (e.g. dictionary).
n2-119-ええと	ええと	ええと	let me see,well,er....	副词	ええとを理解することが大切だ。	It is important to understand let me see.
n2-120-えきたい	液体	えきたい	liquid,fluid	名词	この液体は危険だ。	This liquid is dangerous.
n2-121-えのく	絵の具	えのぐ	colors,paints	名词	絵の具に関する問題が出た。	A question about colors came up.
n2-122-えらい	偉い	えらい	great,celebrated,eminent,terrible,awful,famous,remarkable,excellent	名词	偉いを理解することが大切だ。	It is important to understand great.
n2-123-えんかい	宴会	えんかい	party,banquet	名词	会社の宴会に参加した。	I attended the company banquet.
n2-124-えんけ-い	園芸	えんげい	horticulture,gardening	名词	園芸が趣味だ。	Gardening is my hobby.
n2-125-えんけ-き	演劇	えんげき	play (theatrical)	名词	演劇部に入っている。	I'm in the drama club.
n2-126-えんしゅう	円周	えんしゅう	circumference	名词	円周を理解することが大切だ。	It is important to understand circumference.
n2-127-えんそく	遠足	えんそく	trip,hike,picnic	名词	明日は遠足だ。	Tomorrow is the field trip.
n2-128-えんちょう	延長	えんちょう	extension,elongation,prolongation,lengthening	名词	会議が一時間延長された。	The meeting was extended by one hour.
n2-129-えんとつ	煙突	えんとつ	chimney	名词	煙突に関する問題が出た。	A question about chimney came up.
n2-130-おいかける	追い掛ける	おいかける	to chase or run after someone,to run down,to pursue	动词	毎日追い掛けるようにしている。	I try to to chase or run after someone every day.
n2-131-おいこす	追い越す	おいこす	to pass (e.g. car),to outdistance,to outstrip	动词	追い越すことにした。	I decided to to pass (e.g. car).
n2-132-おうえん	応援	おうえん	aid,assistance,help,reinforcement	名词	試合で友達を応援した。	I cheered for my friend at the match.
n2-133-おうし-ょ	王女	おうじょ	princess	名词	王女に関する問題が出た。	A question about princess came up.
n2-134-おうす-る	応ずる	おうずる	to answer,to respond,to meet,to satisfy,to accept	动词	彼は応ずることができる。	He can to answer.
n2-135-おうせつ	応接	おうせつ	reception	名词	応接室でお待ちください。	Please wait in the reception room.
n2-136-おうたい	応対	おうたい	receiving,dealing with	名词	お客様の応対をする。	I deal with customers.
n2-137-おうふく	往復	おうふく	(col) round trip,coming and going,return ticket	名词	往復に関する問題が出た。	A question about (col) round trip came up.
n2-138-おうへ-い	欧米	おうべい	Europe and America,the West	名词	欧米の文化に興味がある。	I'm interested in Western culture.
n2-139-おうよう	応用	おうよう	application,put to practical use	名词	理論を応用して問題を解く。	I solve problems by applying theory.
n2-140-おおさ-っは	おおざっぱ	おおざっぱ	rough (not precise),broad,sketchy	名词	おおざっぱに関する問題が出た。	A question about rough (not precise) came up.
n2-141-おおと-おり	大通り	おおどおり	main street	名词	大通りを理解することが大切だ。	It is important to understand main street.
n2-142-おおよそ	大凡	おおよそ	about,roughly,as a rule,approximately	名词	大凡を理解することが大切だ。	It is important to understand about.
n2-143-おかえり	お帰り	おかえり	return,welcome	名词	子どもが「お帰り」と言った。	The child said 'Welcome back.'
n2-144-おかけ-さまて	おかげさまで	おかげさまで	Thanks to god,thanks to you	名词	おかげさまで元気です。	I'm doing well, thanks to you.
n2-145-おかす	おかず	おかず	side dish,accompaniment for rice dishes	名词	おかずに関する問題が出た。	A question about side dish came up.
n2-146-おかわり	お代わり	おかわり	second helping,another cup	名词	ご飯のお代わりをください。	Please give me seconds of rice.
n2-147-おか-む	拝む	おがむ	to worship,to beg,to make a supplication	动词	毎日拝むようにしている。	I try to to worship every day.
n2-oginau	補う	おぎなう	to compensate for	动词	毎日補うようにしている。	I try to to compensate for every day.
n2-149-おくか-い	屋外	おくがい	outdoors	名词	屋外を理解することが大切だ。	It is important to understand outdoors.
n2-150-おくさん	おくさん	おくさん	(hon) wife,your wife,madam	名词	田中さんの奥さんに会った。	I met Mr. Tanaka's wife.
n2-151-おくりか-な	送り仮名	おくりがな	part of word written in kana	名词	送り仮名を間違えた。	I made a mistake with the okurigana.
n2-152-おこたる	怠る	おこたる	to neglect,to be off guard,to be feeling better	动词	怠ることにした。	I decided to to neglect.
n2-153-おさえる	押える	おさえる	to stop,to restrain,to seize,to repress,to suppress,to press down	动词	毎日押えるようにしている。	I try to to stop every day.
n2-154-おさきに	おさきに	おさきに	before,ahead,previously	副词	おさきにに関する問題が出た。	A question about before came up.
n2-155-おさめる	納める	おさめる	to obtain,to reap,to pay,to supply,to accept	动词	もっと納める必要がある。	There is a need to to obtain more.
n2-156-おしい	惜しい	おしい	regrettable,disappointing,precious	名词	惜しいを理解することが大切だ。	It is important to understand regrettable.
n2-157-おしゃれ	おしゃれ	おしゃれ	smartly dressed,someone smartly dressed,fashion-conscious	名词	おしゃれを理解することが大切だ。	It is important to understand smartly dressed.
n2-158-おし-き	御辞儀	おじぎ	bow	名词	先生にお辞儀をした。	I bowed to the teacher.
n2-159-おし-さん	伯父さん	おじさん	middle-aged gentleman,uncle	名词	伯父さんを理解することが大切だ。	It is important to understand middle-aged gentleman.
n2-160-おし-ゃまします	おじゃまします	おじゃまします	Excuse me for disturbing you	名词	おじゃましますに関する問題が出た。	A question about Excuse me for disturbing you came up.
n2-161-おそわる	教わる	おそわる	to be taught	动词	彼は教わることができる。	He can to be taught.
n2-162-おた-いし-に	おだいじに	おだいじに	Take care of yourself	副词	おだいじにを理解することが大切だ。	It is important to understand Take care of yourself.
n2-163-おちつく	落着く	おちつく	to calm down,to settle down	动词	落着くことにした。	I decided to to calm down.
n2-164-おてつた-いさん	お手伝いさん	おてつだいさん	maid	名词	うちにはお手伝いさんがいる。	We have a maid at home.
n2-165-おとしもの	落し物	おとしもの	lost property	名词	落し物を届けた。	I turned in a lost item.
n2-166-おととい	おととい	おととい	day before yesterday	名词	おととい友達と映画を見た。	I watched a movie with my friend the day before yesterday.
n2-167-おととし	おととし	おととし	year before last	名词	おととしを理解することが大切だ。	It is important to understand year before last.
n2-168-おとなしい	おとなしい	おとなしい	obedient,docile,quiet	名词	あの子はおとなしい性格だ。	That child has a quiet personality.
n2-169-おと-かす	おどかす	おどかす	to threaten,to coerce	动词	おどかすことにした。	I decided to to threaten.
n2-170-おと-ろかす	驚かす	おどろかす	to surprise,to frighten,to create a stir	动词	彼は驚かすことができる。	He can to surprise.
n2-171-おねか-いします	おねがいします	おねがいします	please	名词	お願いします、手伝ってください。	Please help me.
n2-172-おのおの	各々	おのおの	each,every,either,respectively,severally	名词	各々を理解することが大切だ。	It is important to understand each.
n2-173-おはよう	おはよう	おはよう	(abbr) Good morning	名词	おはようを理解することが大切だ。	It is important to understand (abbr) Good morning.
n2-174-おは-さん	叔母さん	おばさん	(1) aunt,(2) middle-aged lady	名词	叔母さんの家に泊まった。	I stayed at my aunt's house.
n2-175-おまいり	お参り	おまいり	worship,shrine visit	名词	神社にお参りに行った。	I went to visit the shrine.
n2-176-おまたせしました	おまたせしました	おまたせしました	Sorry to have kept you waiting	名词	おまたせしましたに関する問題が出た。	A question about Sorry to have kept you waiting came up.
n2-177-おまちと-おさま	おまちどおさま	おまちどおさま	Sorry to have kept you waiting	名词	おまちどおさまに関する問題が出た。	A question about Sorry to have kept you waiting came up.
n2-178-おめて-たい	おめでたい	おめでたい	happy event,matter for congratulation,auspicious event,pregnancy	名词	おめでたいことが続いている。	Happy events keep happening.
n2-179-おもいか-けない	思い掛けない	おもいがけない	unexpected,casual	名词	思いがけない人に会った。	I ran into someone unexpectedly.
n2-180-おもいこむ	思い込む	おもいこむ	to be under impression that,to be convinced that	动词	思い込むのは難しい。	It is difficult to to be under impression that.
n2-181-おもいつく	思い付く	おもいつく	to think of,to hit upon	动词	思い付くことにした。	I decided to to think of.
n2-182-おもたい	重たい	おもたい	heavy,massive,serious	名词	この荷物は重たい。	This luggage is heavy.
n2-183-おやすみ	おやすみ	おやすみ	(1) holiday,absence,rest,(2) (exp) Good night	名词	おやすみに関する問題が出た。	A question about (1) holiday came up.
n2-184-おやつ	おやつ	おやつ	(1) between meal snack,afternoon refreshment	名词	三時におやつを食べる。	I have a snack at three o'clock.
n2-185-おやゆひ	親指	おやゆび	thumb	名词	親指に関する問題が出た。	A question about thumb came up.
n2-186-おろす	卸す	おろす	to sell wholesale,grated (vegetables)	动词	毎日卸すようにしている。	I try to to sell wholesale every day.
n2-187-おんけい	恩恵	おんけい	grace,favor,blessing,benefit	名词	自然の恩恵を受けている。	We receive the blessings of nature.
n2-188-おんしつ	温室	おんしつ	greenhouse	名词	温室を理解することが大切だ。	It is important to understand greenhouse.
n2-189-おんせん	温泉	おんせん	spa,hot spring,onsen	名词	温泉に関する問題が出た。	A question about spa came up.
n2-190-おんたい	温帯	おんたい	temperate zone	名词	温帯を理解することが大切だ。	It is important to understand temperate zone.
n2-191-おんちゅう	御中	おんちゅう	and Company,Messrs.	名词	株式会社ABC御中と書く。	Write 'ABC Company, Attention:'
n2-192-おんなのひと	女の人	おんなのひと	woman	副词	女の人に関する問題が出た。	A question about woman came up.
n2-193-か	蚊	か	mosquito	名词	蚊に刺された。	I was bitten by a mosquito.
n2-194-かい	貝	かい	shell,shellfish	名词	海で貝を拾った。	I picked up shells at the beach.
n2-195-かいかい	開会	かいかい	opening of a meeting	名词	開会の挨拶をした。	I gave the opening remarks.
n2-196-かいかん	会館	かいかん	meeting hall,assembly hall	名词	会館を理解することが大切だ。	It is important to understand meeting hall.
n2-197-かいさつ	改札	かいさつ	examination of tickets	名词	改札に関する問題が出た。	A question about examination of tickets came up.
n2-198-かいさん	解散	かいさん	breakup,dissolution	名词	グループが解散した。	The group broke up.
n2-199-かいすいよく	海水浴	かいすいよく	sea bathing,seawater bath	名词	海水浴に関する問題が出た。	A question about sea bathing came up.
n2-200-かいすう	回数	かいすう	number of times,frequency	名词	運動の回数を増やす。	I'll increase the number of exercises.
n2-201-かいすうけん	回数券	かいすうけん	book of tickets	名词	電車の回数券を買った。	I bought a book of train tickets.
n2-202-かいせい	改正	かいせい	revision,amendment,alteration	名词	法律が改正された。	The law was revised.
n2-203-かいせつ	解説	かいせつ	explanation,commentary	名词	ニュースの解説を聞いた。	I listened to the news commentary.
n2-204-かいそ-う	改造	かいぞう	(1) remodeling,(2) modding (comp)	名词	車を改造した。	I modified my car.
n2-205-かいつう	開通	かいつう	opening,open	名词	新しい道路が開通した。	A new road has opened.
n2-206-かいてん	回転	かいてん	rotation,revolution,turning	名词	地球は太陽の周りを回転する。	The Earth revolves around the sun.
n2-207-かいとう	解答	かいとう	answer,solution	名词	解答に関する問題が出た。	A question about answer came up.
n2-208-かいほう	解放	かいほう	release,liberation,emancipation	名词	人質が解放された。	The hostages were released.
n2-209-かいよう	海洋	かいよう	ocean	名词	海洋を理解することが大切だ。	It is important to understand ocean.
n2-210-かえす	帰す	かえす	to send back	动词	もっと帰す必要がある。	There is a need to to send back more.
n2-211-かえって	却って	かえって	on the contrary,rather,all the more,instead	名词	急いだのに却って遅れた。	Even though I hurried, I was late instead.
n2-212-かえる	代える	かえる	to exchange,to interchange,to substitute,to replace	动词	毎日代えるようにしている。	I try to to exchange every day.
n2-213-かおく	家屋	かおく	house,building	名词	古い家屋が残っている。	Old buildings remain.
n2-214-かかわる	係わる	かかわる	to concern oneself in,to have to do with,to affect,to influence,to stick to (opinions)	动词	もっと係わる必要がある。	There is a need to to concern oneself in more.
n2-215-かきとめ	書留	かきとめ	writing down,putting on record,recording,making a note of,registration (of mail)	名词	書留で送ってください。	Please send it by registered mail.
n2-216-かきとり	書取	かきとり	dictation	名词	英語の書取テストがあった。	There was an English dictation test.
n2-217-かきね	垣根	かきね	hedge	名词	垣根に関する問題が出た。	A question about hedge came up.
n2-218-かく	掻く	かく	to scratch,to perspire	动词	掻くことにした。	I decided to to scratch.
n2-219-かくう	架空	かくう	aerial,overhead,fiction,fanciful	名词	架空を理解することが大切だ。	It is important to understand aerial.
n2-220-かくし	各自	かくじ	individual,each	名词	各自で準備してください。	Please prepare individually.
n2-221-かくし-ゅう	拡充	かくじゅう	expansion	名词	拡充に関する問題が出た。	A question about expansion came up.
n2-222-かくち	各地	かくち	every place,various places	名词	全国各地で雨が降った。	It rained in various places nationwide.
n2-223-かくちょう	拡張	かくちょう	expansion,extension,enlargement,escape (ESC)	名词	事業を拡張する計画だ。	We plan to expand the business.
n2-224-かくと	角度	かくど	angle	名词	この角度から見てみて。	Try looking from this angle.
n2-225-かくへ-つ	格別	かくべつ	exceptional	名词	今日のケーキは格別に美味しい。	Today's cake is exceptionally delicious.
n2-226-かくりつ	確率	かくりつ	probability	名词	当選の確率は低い。	The probability of winning is low.
n2-227-かく	嗅ぐ	かぐ	to sniff,to smell	动词	彼は嗅ぐことができる。	He can to sniff.
n2-228-かけさ-ん	掛け算	かけざん	multiplication	名词	かけ算を習っている。	I'm learning multiplication.
n2-229-かけつ	可決	かけつ	approval,adoption (e.g. motion, bill),passage	名词	法案が可決された。	The bill was passed.
n2-230-かこう	火口	かこう	a burner,origin of a fire	名词	火山の火口を見た。	I saw the volcano's crater.
n2-231-かさなる	重なる	かさなる	to be piled up,lie on top of one another,overlap each other	动词	重なるのは難しい。	It is difficult to to be piled up.
n2-232-かさねる	重ねる	かさねる	to pile up,to put something on another,to heap up,to add,to repeat	动词	彼は重ねることができる。	He can to pile up.
n2-233-かさ-り	飾り	かざり	decoration	名词	部屋に飾りをつけた。	I put decorations in the room.
n2-234-かさ-ん	火山	かざん	volcano	名词	火山を理解することが大切だ。	It is important to understand volcano.
n2-235-かしこまりました	かしこまりました	かしこまりました	certainly!	名词	かしこまりましたに関する問題が出た。	A question about certainly! came up.
n2-236-かした-し	貸し出し	かしだし	lending,loaning	名词	本の貸し出し期間は二週間だ。	The book lending period is two weeks.
n2-237-かしつ	過失	かしつ	error,blunder,accident	名词	運転手の過失だった。	It was the driver's error.
n2-238-かしま	貸間	かしま	room to let	名词	貸間を探している。	I'm looking for a room to rent.
n2-239-かしや	貸家	かしや	house for rent	名词	貸家に関する問題が出た。	A question about house for rent came up.
n2-240-かしょ	個所	かしょ	passage,place,point,part	名词	間違っている個所を直してください。	Please correct the wrong parts.
