id	word	kana	meaning	type	example	exampleMeaning
n4-20-あそひ	遊び	あそび	玩耍	名词	「遊び」を使って文を作ります。	用「遊び」造句。
n4-21-あつまる	集まる	あつまる	聚集、集合	动词	「集まる」を使って文を作ります。	用「集まる」造句。
n4-atsumeru	集める	あつめる	收集、集合	动词	「集める」を使って文を作ります。	用「集める」造句。
n4-23-あやまる	謝る	あやまる	道歉	动词	「謝る」を使って文を作ります。	用「謝る」造句。
n4-24-は-い	倍	ばい	倍	名词	「倍」を使って文を作ります。	用「倍」造句。
n4-25-は-んく-み	番組	ばんぐみ	节目	名词	「番組」を使って文を作ります。	用「番組」造句。
n4-26-は-しょ	場所	ばしょ	地方、场所	名词	「場所」を使って文を作ります。	用「場所」造句。
n4-27-ヘ-ル	ベル	ベル	铃、钟	外来语	「ベル」を使って文を作ります。	用「ベル」造句。
n4-bijutsukan	美術館	びじゅつかん	美术馆	名词	「美術館」を使って文を作ります。	用「美術館」造句。
n4-29-ひ-っくり	びっくり	びっくり	吃惊	副词	「びっくり」を使って文を作ります。	用「びっくり」造句。
n4-30-ヒ-ル	ビル	ビル	大楼	外来语	「ビル」を使って文を作ります。	用「ビル」造句。
n4-31-ほ-く	僕	ぼく	我（男性自称）	代词	「僕」を使って文を作ります。	用「僕」造句。
n4-32-ほ-うえき	貿易	ぼうえき	贸易	动词	「貿易」を使って文を作ります。	用「貿易」造句。
n4-33-ふ-ちょう	部長	ぶちょう	部长、科长	名词	「部長」を使って文を作ります。	用「部長」造句。
n4-34-ふ-と-う	ぶどう	ぶどう	葡萄	名词	「ぶどう」を使って文を作ります。	用「ぶどう」造句。
n4-35-ふ-んか-く	文学	ぶんがく	文学	名词	「文学」を使って文を作ります。	用「文学」造句。
n4-36-ふ-んか	文化	ぶんか	文化	名词	「文化」を使って文を作ります。	用「文化」造句。
n4-37-ふ-んほ-う	文法	ぶんぽう	语法	名词	「文法」を使って文を作ります。	用「文法」造句。
n4-38-ちゃん	ちゃん	ちゃん	for familiar female person	接尾词	「ちゃん」を使って文を作ります。	用「ちゃん」造句。
n4-39-チェック	チェック	チェック	check	动词	「チェック」を使って文を作ります。	用「チェック」造句。
n4-40-ち	血	ち	血	名词	「血」を使って文を作ります。	用「血」造句。
n4-41-ちから	力	ちから	力量	名词	「力」を使って文を作ります。	用「力」造句。
n4-42-ちり	地理	ちり	地理	名词	「地理」を使って文を作ります。	用「地理」造句。
n4-43-ちゅうか-っこう	中学校	ちゅうがっこう	初中	名词	「中学校」を使って文を作ります。	用「中学校」造句。
n4-44-ちゅうい	注意	ちゅうい	注意	动词	「注意」を使って文を作ります。	用「注意」造句。
n4-45-ちゅうしゃ	注射	ちゅうしゃ	注射	动词	「注射」を使って文を作ります。	用「注射」造句。
n4-46-ちゅうしゃし-ょう	駐車場	ちゅうしゃじょう	停车场	名词	「駐車場」を使って文を作ります。	用「駐車場」造句。
n4-47-た-いふ	大分	だいぶ	considerably; greatly; a lot​	副词	「大分」を使って文を作ります。	用「大分」造句。
n4-48-た-いか-くせい	大学生	だいがくせい	大学生	名词	「大学生」を使って文を作ります。	用「大学生」造句。
n4-49-た-いし	大事	だいじ	重要、要紧	形容词	「大事」を使って文を作ります。	用「大事」造句。
n4-50-た-いたい	大体	だいたい	大概、大体	名词	「大体」を使って文を作ります。	用「大体」造句。
n4-51-た-んほ-う	暖房	だんぼう	暖气	动词	「暖房」を使って文を作ります。	用「暖房」造句。
n4-52-た-んせい	男性	だんせい	男性	名词	「男性」を使って文を作ります。	用「男性」造句。
n4-53-て-きるた-け	できるだけ	できるだけ	尽可能	副词	「できるだけ」を使って文を作ります。	用「できるだけ」造句。
n4-54-て-んほ-う	電報	でんぽう	电报	名词	「電報」を使って文を作ります。	用「電報」造句。
n4-55-て-んとう	電灯	でんとう	电灯	名词	「電灯」を使って文を作ります。	用「電灯」造句。
n4-56-と-んと-ん	どんどん	どんどん	不断地、迅速地	副词	「どんどん」を使って文を作ります。	用「どんどん」造句。
n4-57-と-ろほ-う	泥棒	どろぼう	小偷	名词	「泥棒」を使って文を作ります。	用「泥棒」造句。
n4-doubutsuen	動物園	どうぶつえん	动物园	名词	「動物園」を使って文を作ります。	用「動物園」造句。
n4-59-と-うく	道具	どうぐ	工具	名词	「道具」を使って文を作ります。	用「道具」造句。
n4-ega	枝	えだ	树枝	名词	「枝」を使って文を作ります。	用「枝」造句。
n4-enryo	遠慮	えんりょ	客气、顾虑	动词	「遠慮」を使って文を作ります。	用「遠慮」造句。
n4-erabu	選ぶ	えらぶ	选择	动词	「選ぶ」を使って文を作ります。	用「選ぶ」造句。
n4-63-エスカレーター	エスカレーター	エスカレーター	自动扶梯	外来语	「エスカレーター」を使って文を作ります。	用「エスカレーター」造句。
n4-64-ファックス	ファックス	ファックス	传真	动词	「ファックス」を使って文を作ります。	用「ファックス」造句。
n4-65-ふへ-ん	不便	ふべん	不方便	形容词	「不便」を使って文を作ります。	用「不便」造句。
n4-66-ふえる	増える	ふえる	增加	动词	「増える」を使って文を作ります。	用「増える」造句。
n4-67-ふかい	深い	ふかい	深的	形容词	「深い」を使って文を作ります。	用「深い」造句。
n4-68-ふくしゅう	復習	ふくしゅう	复习	动词	「復習」を使って文を作ります。	用「復習」造句。
n4-69-ふくさ-つ	複雑	ふくざつ	复杂	形容词	「複雑」を使って文を作ります。	用「複雑」造句。
n4-70-ふむ	踏む	ふむ	踩、踏	动词	「踏む」を使って文を作ります。	用「踏む」造句。
n4-71-ふね	船	ふね	船	名词	「船」を使って文を作ります。	用「船」造句。
n4-72-ふりた-す	降り出す	ふりだす	to start to rain	动词	「降り出す」を使って文を作ります。	用「降り出す」造句。
n4-73-ふとん	布団	ふとん	被褥	名词	「布団」を使って文を作ります。	用「布団」造句。
n4-74-ふとる	太る	ふとる	变胖	动词	「太る」を使って文を作ります。	用「太る」造句。
n4-futsuu	普通	ふつう	普通、通常	副词	「普通」を使って文を作ります。	用「普通」造句。
n4-76-カ-ラス	ガラス	ガラス	玻璃	外来语	「ガラス」を使って文を作ります。	用「ガラス」造句。
n4-77-カ-ソリン	ガソリン	ガソリン	汽油	外来语	「ガソリン」を使って文を作ります。	用「ガソリン」造句。
n4-78-カ-ソリンスタント	ガソリンスタンド	ガソリンスタンド	加油站	外来语	「ガソリンスタンド」を使って文を作ります。	用「ガソリンスタンド」造句。
n4-79-カ-ス	ガス	ガス	petrol	外来语	「ガス」を使って文を作ります。	用「ガス」造句。
n4-80-け-んいん	原因	げんいん	原因	动词	「原因」を使って文を作ります。	用「原因」造句。
n4-81-け-しゅく	下宿	げしゅく	寄宿、住宿	动词	「下宿」を使って文を作ります。	用「下宿」造句。
n4-82-き-し-ゅつ	技術	ぎじゅつ	技术	名词	「技術」を使って文を作ります。	用「技術」造句。
n4-gochisou	ごちそう	ごちそう	盛宴、款待	动词	「ごちそう」を使って文を作ります。	用「ごちそう」造句。
n4-84-こ-み	ごみ	ごみ	垃圾	名词	「ごみ」を使って文を作ります。	用「ごみ」造句。
n4-85-こ-らんになる	ご覧になる	ごらんになる	看（尊敬语）	动词	「ご覧になる」を使って文を作ります。	用「ご覧になる」造句。
n4-goshujin	ご主人	ごしゅじん	您丈夫	名词	「ご主人」を使って文を作ります。	用「ご主人」造句。
n4-gozonji	ご存じ	ごぞんじ	知道（尊敬语）	名词	「ご存じ」を使って文を作ります。	用「ご存じ」造句。
n4-guai	具合	ぐあい	状况、身体情况	名词	「具合」を使って文を作ります。	用「具合」造句。
n4-89-は	葉	は	叶子	名词	「葉」を使って文を作ります。	用「葉」造句。
n4-90-はいけん	拝見	はいけん	seeing; looking at​	动词	「拝見」を使って文を作ります。	用「拝見」造句。
n4-91-はいしゃ	歯医者	はいしゃ	牙医	名词	「歯医者」を使って文を作ります。	用「歯医者」造句。
n4-92-はっきり	はっきり	はっきり	清楚地	副词	「はっきり」を使って文を作ります。	用「はっきり」造句。
n4-hakobu	運ぶ	はこぶ	搬运	动词	「運ぶ」を使って文を作ります。	用「運ぶ」造句。
n4-94-はなみ	花見	はなみ	赏花	动词	「花見」を使って文を作ります。	用「花見」造句。
n4-95-ハント-ハ-ック	ハンドバッグ	ハンドバッグ	手提包	外来语	「ハンドバッグ」を使って文を作ります。	用「ハンドバッグ」造句。
n4-96-はんたい	反対	はんたい	反对	形容词	「反対」を使って文を作ります。	用「反対」造句。
n4-97-はらう	払う	はらう	支付	动词	「払う」を使って文を作ります。	用「払う」造句。
n4-98-はつおん	発音	はつおん	发音	动词	「発音」を使って文を作ります。	用「発音」造句。
n4-99-はやし	林	はやし	树林	名词	「林」を使って文を作ります。	用「林」造句。
n4-100-はす-かしい	恥ずかしい	はずかしい	害羞的	形容词	「恥ずかしい」を使って文を作ります。	用「恥ずかしい」造句。
n4-101-へん	変	へん	奇怪的	形容词	「変」を使って文を作ります。	用「変」造句。
n4-102-へんし	返事	へんじ	回复	动词	「返事」を使って文を作ります。	用「返事」造句。
n4-103-ひ	火	ひ	火、火灾	名词	「火」を使って文を作ります。	用「火」造句。
n4-104-ひと-い	酷い	ひどい	terrible; awful​	形容词	「酷い」を使って文を作ります。	用「酷い」造句。
n4-105-ひえる	冷える	ひえる	变冷	动词	「冷える」を使って文を作ります。	用「冷える」造句。
n4-106-ひけ	髭	ひげ	胡子	名词	「髭」を使って文を作ります。	用「髭」造句。
n4-107-ひし-ょうに	非常に	ひじょうに	非常	副词	「非常に」を使って文を作ります。	用「非常に」造句。
n4-108-ひかり	光	ひかり	光	名词	「光」を使って文を作ります。	用「光」造句。
n4-109-ひかる	光る	ひかる	发光	动词	「光る」を使って文を作ります。	用「光る」造句。
n4-110-ひきた-し	引き出し	ひきだし	抽屉	名词	「引き出し」を使って文を作ります。	用「引き出し」造句。
n4-111-ひきた-す	引き出す	ひきだす	取出	动词	「引き出す」を使って文を作ります。	用「引き出す」造句。
n4-112-ひっこす	引っ越す	ひっこす	搬家	动词	「引っ越す」を使って文を作ります。	用「引っ越す」造句。
n4-113-ひこうし-ょう	飛行場	ひこうじょう	机场	名词	「飛行場」を使って文を作ります。	用「飛行場」造句。
n4-114-ひらく	開く	ひらく	打开、开设	动词	「開く」を使って文を作ります。	用「開く」造句。
n4-115-ひろう	拾う	ひろう	捡起	动词	「拾う」を使って文を作ります。	用「拾う」造句。
n4-116-ひるま	昼間	ひるま	白天	名词	「昼間」を使って文を作ります。	用「昼間」造句。
n4-117-ひるやすみ	昼休み	ひるやすみ	午休	名词	「昼休み」を使って文を作ります。	用「昼休み」造句。
n4-118-ひさしふ-り	久しぶり	ひさしぶり	好久不见	形容词	「久しぶり」を使って文を作ります。	用「久しぶり」造句。
n4-119-ほめる	褒める	ほめる	表扬	动词	「褒める」を使って文を作ります。	用「褒める」造句。
n4-120-ほんやく	翻訳	ほんやく	翻译	动词	「翻訳」を使って文を作ります。	用「翻訳」造句。
n4-121-ほし	星	ほし	星星	名词	「星」を使って文を作ります。	用「星」造句。
n4-122-ほとんと	ほとんど	ほとんど	几乎、大部分	副词	「ほとんど」を使って文を作ります。	用「ほとんど」造句。
n4-123-ほうりつ	法律	ほうりつ	法律	名词	「法律」を使って文を作ります。	用「法律」造句。
n4-124-ほうそう	放送	ほうそう	广播	动词	「放送」を使って文を作ります。	用「放送」造句。
n4-125-いちと	一度	いちど	一次	名词	「一度」を使って文を作ります。	用「一度」造句。
n4-igai	以外	いがい	以外、除了	名词	「以外」を使って文を作ります。	用「以外」造句。
n4-igaku	医学	いがく	医学	名词	「医学」を使って文を作ります。	用「医学」造句。
n4-128-いし-める	いじめる	いじめる	欺负	动词	「いじめる」を使って文を作ります。	用「いじめる」造句。
n4-ijou	以上	いじょう	... and more; ... and upwards​	副词	「以上」を使って文を作ります。	用「以上」造句。
n4-ika	以下	いか	以下	名词	「以下」を使って文を作ります。	用「以下」造句。
n4-iken	意見	いけん	意见	动词	「意見」を使って文を作ります。	用「意見」造句。
n4-132-いきもの	生き物	いきもの	生物	名词	「生き物」を使って文を作ります。	用「生き物」造句。
n4-133-いきる	生きる	いきる	生活、生存	动词	「生きる」を使って文を作ります。	用「生きる」造句。
n4-inai	以内	いない	以内	接尾词	「以内」を使って文を作ります。	用「以内」造句。
n4-135-いなか	田舎	いなか	乡下	名词	「田舎」を使って文を作ります。	用「田舎」造句。
n4-136-いのる	祈る	いのる	祈祷	动词	「祈る」を使って文を作ります。	用「祈る」造句。
n4-137-いっは-い	いっぱい	いっぱい	满、很多	副词	「いっぱい」を使って文を作ります。	用「いっぱい」造句。
n4-138-いろんな	色んな	いろんな	各种各样的	连体词	「色んな」を使って文を作ります。	用「色んな」造句。
n4-ishii	石	いし	石头	名词	「石」を使って文を作ります。	用「石」造句。
n4-isogu	急ぐ	いそぐ	着急、赶紧	动词	「急ぐ」を使って文を作ります。	用「急ぐ」造句。
n4-141-いっしょうけんめい	一生懸命	いっしょうけんめい	拼命、努力	副词	「一生懸命」を使って文を作ります。	用「一生懸命」造句。
n4-142-いたた-く	頂く	いただく	收到、吃喝（谦让语）	动词	「頂く」を使って文を作ります。	用「頂く」造句。
n4-143-いたす	致す	いたす	做（谦让语）	动词	「致す」を使って文を作ります。	用「致す」造句。
n4-144-いと	糸	いと	线	名词	「糸」を使って文を作ります。	用「糸」造句。
n4-145-シ-ャム	ジャム	ジャム	果酱	外来语	「ジャム」を使って文を作ります。	用「ジャム」造句。
n4-146-し	字	じ	字	名词	「字」を使って文を作ります。	用「字」造句。
n4-jidai	時代	じだい	时代	名词	「時代」を使って文を作ります。	用「時代」造句。
n4-jiko	事故	じこ	事故	名词	「事故」を使って文を作ります。	用「事故」造句。
n4-149-し-むしょ	事務所	じむしょ	事务所	名词	「事務所」を使って文を作ります。	用「事務所」造句。
n4-150-し-んし-ゃ	神社	じんじゃ	神社	名词	「神社」を使って文を作ります。	用「神社」造句。
n4-151-し-んこう	人口	じんこう	人口	名词	「人口」を使って文を作ります。	用「人口」造句。
n4-152-し-んせい	人生	じんせい	人生	名词	「人生」を使って文を作ります。	用「人生」造句。
n4-jishin	地震	じしん	地震	名词	「地震」を使って文を作ります。	用「地震」造句。
n4-154-し-てん	辞典	じてん	词典	名词	「辞典」を使って文を作ります。	用「辞典」造句。
n4-155-し-ゆう	自由	じゆう	自由	形容词	「自由」を使って文を作ります。	用「自由」造句。
n4-josei	女性	じょせい	女性	名词	「女性」を使って文を作ります。	用「女性」造句。
n4-junbi	準備	じゅんび	准备	动词	「準備」を使って文を作ります。	用「準備」造句。
n4-158-し-ゅうふ-ん	十分	じゅうぶん	充分、足够	副词	「十分」を使って文を作ります。	用「十分」造句。
n4-juudou	柔道	じゅうどう	柔道	名词	「柔道」を使って文を作ります。	用「柔道」造句。
n4-juusho	住所	じゅうしょ	地址	名词	「住所」を使って文を作ります。	用「住所」造句。
n4-161-カーテン	カーテン	カーテン	curtain	外来语	「カーテン」を使って文を作ります。	用「カーテン」造句。
n4-kabe	壁	かべ	wall	名词	「壁」を使って文を作ります。	用「壁」造句。
n4-kachou	課長	かちょう	section manager; section chief	名词	「課長」を使って文を作ります。	用「課長」造句。
n4-kaeri	帰り	かえり	return; coming back	名词	「帰り」を使って文を作ります。	用「帰り」造句。
n4-165-かえる	変える	かえる	to change; to transform	动词	「変える」を使って文を作ります。	用「変える」造句。
n4-kagaku	科学	かがく	science	名词	「科学」を使って文を作ります。	用「科学」造句。
n4-kagami	鏡	かがみ	mirror	名词	「鏡」を使って文を作ります。	用「鏡」造句。
n4-168-かいか-ん	海岸	かいがん	coast	名词	「海岸」を使って文を作ります。	用「海岸」造句。
n4-kaigi	会議	かいぎ	meeting; conference; session; assembly	动词	「会議」を使って文を作ります。	用「会議」造句。
n4-170-かいき-しつ	会議室	かいぎしつ	conference room; conference hall; council room	名词	「会議室」を使って文を作ります。	用「会議室」造句。
n4-kaijou	会場	かいじょう	assembly hall; meeting place; venue; grounds	名词	「会場」を使って文を作ります。	用「会場」造句。
n4-172-かいわ	会話	かいわ	conversation	动词	「会話」を使って文を作ります。	用「会話」造句。
n4-kaji	火事	かじ	火、火灾	名词	「火事」を使って文を作ります。	用「火事」造句。
n4-174-かっこう	格好	かっこう	appearance	名词	「格好」を使って文を作ります。	用「格好」造句。
n4-175-かまう	構う	かまう	to mind	动词	「構う」を使って文を作ります。	用「構う」造句。
n4-kami-hair	髪	かみ	hair	名词	「髪」を使って文を作ります。	用「髪」造句。
n4-kamu	噛む	かむ	to bite,to chew	动词	「噛む」を使って文を作ります。	用「噛む」造句。
n4-kanai	家内	かない	(my) wife; inside the home; one's family	名词	「家内」を使って文を作ります。	用「家内」造句。
n4-kanarazu	必ず	かならず	always; certainly	副词	「必ず」を使って文を作ります。	用「必ず」造句。
n4-kanashii	悲しい	かなしい	sad	形容词	「悲しい」を使って文を作ります。	用「悲しい」造句。
n4-kangaeru	考える	かんがえる	to think	动词	「考える」を使って文を作ります。	用「考える」造句。
n4-182-かんこ-ふ	看護婦	かんごふ	female nurse	名词	「看護婦」を使って文を作ります。	用「看護婦」造句。
n4-183-かんけい	関係	かんけい	relationship	动词	「関係」を使って文を作ります。	用「関係」造句。
n4-kanojo	彼女	かのじょ	she; her​	代词	「彼女」を使って文を作ります。	用「彼女」造句。
n4-185-かんたん	簡単	かんたん	simple; easy	形容词	「簡単」を使って文を作ります。	用「簡単」造句。
n4-kare	彼	かれ	he; him​; his	代词	「彼」を使って文を作ります。	用「彼」造句。
n4-187-かれら	彼ら	かれら	they; them	代词	「彼ら」を使って文を作ります。	用「彼ら」造句。
n4-katachi	形	かたち	shape	名词	「形」を使って文を作ります。	用「形」造句。
n4-katadukeru	片付ける	かたづける	to tidy up	动词	「片付ける」を使って文を作ります。	用「片付ける」造句。
n4-katai	硬い	かたい	hard	形容词	「硬い」を使って文を作ります。	用「硬い」造句。
n4-katsu	勝つ	かつ	to win	动词	「勝つ」を使って文を作ります。	用「勝つ」造句。
n4-kawaku	乾く	かわく	to get dry	动词	「乾く」を使って文を作ります。	用「乾く」造句。
n4-193-かわり	代わり	かわり	instead; in place	名词	「代わり」を使って文を作ります。	用「代わり」造句。
n4-kawaru	変わる	かわる	to change	动词	「変わる」を使って文を作ります。	用「変わる」造句。
n4-kayou	通う	かよう	to commute	动词	「通う」を使って文を作ります。	用「通う」造句。
n4-196-かさ-る	飾る	かざる	to decorate	动词	「飾る」を使って文を作ります。	用「飾る」造句。
n4-197-け	毛	け	hair or fur	名词	「毛」を使って文を作ります。	用「毛」造句。
n4-198-ケーキ	ケーキ	ケーキ	cake	外来语	「ケーキ」を使って文を作ります。	用「ケーキ」造句。
n4-199-けか	怪我	けが	to injure	动词	「怪我」を使って文を作ります。	用「怪我」造句。
n4-200-けいかく	計画	けいかく	to plan	动词	「計画」を使って文を作ります。	用「計画」造句。
n4-keiken	経験	けいけん	to experience	动词	「経験」を使って文を作ります。	用「経験」造句。
n4-keisatsu	警察	けいさつ	police	名词	「警察」を使って文を作ります。	用「警察」造句。
n4-203-けいさ-い	経済	けいざい	finance, economy	名词	「経済」を使って文を作ります。	用「経済」造句。
n4-kenbutsu	見物	けんぶつ	sightseeing; visit	动词	「見物」を使って文を作ります。	用「見物」造句。
n4-205-けんか	喧嘩	けんか	to quarrel	动词	「喧嘩」を使って文を作ります。	用「喧嘩」造句。
n4-kenkyuu	研究	けんきゅう	research	动词	「研究」を使って文を作ります。	用「研究」造句。
n4-kenkyuushitsu	研究室	けんきゅうしつ	laboratory	名词	「研究室」を使って文を作ります。	用「研究室」造句。
n4-208-消しコ-ム	消しゴム	消しゴム	eraser	名词	「消しゴム」を使って文を作ります。	用「消しゴム」造句。
n4-keshiki	景色	けしき	scenery	名词	「景色」を使って文を作ります。	用「景色」造句。
n4-210-き	気	き	spirit	名词	「気」を使って文を作ります。	用「気」造句。
n4-211-きひ-しい	厳しい	きびしい	strict	形容词	「厳しい」を使って文を作ります。	用「厳しい」造句。
n4-212-きふ-ん	気分	きぶん	feeling; mood	名词	「気分」を使って文を作ります。	用「気分」造句。
n4-213-きかい	機会	きかい	chance; opportunity	名词	「機会」を使って文を作ります。	用「機会」造句。
n4-kiken	危険	きけん	danger	形容词	「危険」を使って文を作ります。	用「危険」造句。
n4-kikoeu	聞こえる	きこえる	to be heard; to be audible; to be said	动词	「聞こえる」を使って文を作ります。	用「聞こえる」造句。
n4-kimaru	決まる	きまる	to be decided	动词	「決まる」を使って文を作ります。	用「決まる」造句。
n4-217-きめる	決める	きめる	to decide	动词	「決める」を使って文を作ります。	用「決める」造句。
n4-kimi	君	きみ	You	代词	「君」を使って文を作ります。	用「君」造句。
n4-kimochi	気持ち	きもち	feeling	名词	「気持ち」を使って文を作ります。	用「気持ち」造句。
n4-220-きもの	着物	きもの	kimono; Japanese traditional clothing	名词	「着物」を使って文を作ります。	用「着物」造句。
n4-kinjo	近所	きんじょ	neighbourhood	名词	「近所」を使って文を作ります。	用「近所」造句。
n4-222-きぬ	絹	きぬ	silk	名词	「絹」を使って文を作ります。	用「絹」造句。
n4-223-きせつ	季節	きせつ	season	名词	「季節」を使って文を作ります。	用「季節」造句。
n4-224-きしゃ	汽車	きしゃ	train	名词	「汽車」を使って文を作ります。	用「汽車」造句。
n4-225-きそく	規則	きそく	rule	名词	「規則」を使って文を作ります。	用「規則」造句。
n4-ko	子	こ	child	名词	「子」を使って文を作ります。	用「子」造句。
n4-kokoro	心	こころ	heart	名词	「心」を使って文を作ります。	用「心」造句。
n4-kokusai	国際	こくさい	international	名词	「国際」を使って文を作ります。	用「国際」造句。
n4-komakai	細かい	こまかい	small, fine	形容词	「細かい」を使って文を作ります。	用「細かい」造句。
n4-230-こめ	米	こめ	(husked grains of) rice	名词	「米」を使って文を作ります。	用「米」造句。
n4-komu	込む	こむ	to be crowded	动词	「込む」を使って文を作ります。	用「込む」造句。
n4-kondo	今度	こんど	this time; next time	名词	「今度」を使って文を作ります。	用「今度」造句。
n4-233-このあいた	この間	このあいだ	the other day; recently	副词	「この間」を使って文を作ります。	用「この間」造句。
n4-234-このこ-ろ	このごろ	このごろ	these days; nowadays	副词	「このごろ」を使って文を作ります。	用「このごろ」造句。
n4-235-コンヒ-ュータ	コンピュータ	コンピュータ	computer	外来语	「コンピュータ」を使って文を作ります。	用「コンピュータ」造句。
n4-236-コンサート	コンサート	コンサート	concert	外来语	「コンサート」を使って文を作ります。	用「コンサート」造句。
n4-konya	今夜	こんや	this evening; tonigh	名词	「今夜」を使って文を作ります。	用「今夜」造句。
n4-238-これから	これから	これから	after this	词汇	「これから」を使って文を作ります。	用「これから」造句。
n4-239-こしょう	故障	こしょう	to break-down	动词	「故障」を使って文を作ります。	用「故障」造句。
n4-240-こたえ	答え	こたえ	response	名词	「答え」を使って文を作ります。	用「答え」造句。
n4-241-ことり	小鳥	ことり	small bird	名词	「小鳥」を使って文を作ります。	用「小鳥」造句。
n4-242-こう	こう	こう	this way	副词	「こう」を使って文を作ります。	用「こう」造句。
n4-243-こうちょう	校長	こうちょう	principal; headmaster	名词	「校長」を使って文を作ります。	用「校長」造句。
n4-244-こうと-う	講堂	こうどう	auditorium	名词	「講堂」を使って文を作ります。	用「講堂」造句。
n4-kougai	郊外	こうがい	suburb; residential area on the outskirt of a city	名词	「郊外」を使って文を作ります。	用「郊外」造句。
n4-kougi	講義	こうぎ	lecture	动词	「講義」を使って文を作ります。	用「講義」造句。
n4-247-こうき-ょう	工業	こうぎょう	industry	名词	「工業」を使って文を作ります。	用「工業」造句。
n4-koujou	工場	こうじょう	factory	名词	「工場」を使って文を作ります。	用「工場」造句。
n4-koukou	高校	こうこう	senior high school; high school​	名词	「高校」を使って文を作ります。	用「高校」造句。
n4-koukousei	高校生	こうこうせい	high school student	名词	「高校生」を使って文を作ります。	用「高校生」造句。
n4-251-こうむいん	公務員	こうむいん	government worker	名词	「公務員」を使って文を作ります。	用「公務員」造句。
n4-252-こうとうか-っこう	高等学校	こうとうがっこう	high school	名词	「高等学校」を使って文を作ります。	用「高等学校」造句。
n4-koutsuu	交通	こうつう	traffic	名词	「交通」を使って文を作ります。	用「交通」造句。
n4-kowai	怖い	こわい	frightening	形容词	「怖い」を使って文を作ります。	用「怖い」造句。
n4-kowareru	壊れる	こわれる	to be broken	动词	「壊れる」を使って文を作ります。	用「壊れる」造句。
n4-kowasu	壊す	こわす	to break	动词	「壊す」を使って文を作ります。	用「壊す」造句。
n4-kubi	首	くび	neck	名词	「首」を使って文を作ります。	用「首」造句。
n4-258-くた-さる	下さる	くださる	(respectful) to give	动词	「下さる」を使って文を作ります。	用「下さる」造句。
n4-kumo	雲	くも	cloud	名词	「雲」を使って文を作ります。	用「雲」造句。
n4-260-くん	君	くん	for familiar young male	接尾词	「君」を使って文を作ります。	用「君」造句。
n4-261-くらへ-る	比べる	くらべる	to compare	动词	「比べる」を使って文を作ります。	用「比べる」造句。
n4-kureru	暮れる	くれる	to get dark	动词	「暮れる」を使って文を作ります。	用「暮れる」造句。
n4-kusa	草	くさ	grass	名词	「草」を使って文を作ります。	用「草」造句。
n4-kuuki	空気	くうき	air	名词	「空気」を使って文を作ります。	用「空気」造句。
n4-265-くうこう	空港	くうこう	airport	名词	「空港」を使って文を作ります。	用「空港」造句。
n4-kyaku	客	きゃく	guest; customer	名词	「客」を使って文を作ります。	用「客」造句。
n4-kyouiku	教育	きょういく	education	动词	「教育」を使って文を作ります。	用「教育」造句。
n4-kyoukai	教会	きょうかい	church; congregation; Christian church	名词	「教会」を使って文を作ります。	用「教会」造句。
n4-kyoumi	興味	きょうみ	interest (in something); curiosity (about something); zest (for)	名词	「興味」を使って文を作ります。	用「興味」造句。
